work_id,author,author_ml,author_name_tei,author_page,title_ml,title_en,toc_title,section_label,work_type,keywords,domain,derivation,factuality,constitution,language,source_url,html_url,publisher,pub_place,digital_edition_date,digital_edition_year,source_pub_year,source_publisher,source_pages,typeset_by,edited_by,encoded_by,sponsor,funder,licence,licence_url,setting_place,setting_time,word_count,char_count,para_count,chillu_atomic,chillu_zwj,chillu_encoding,unicode_form,sha256
karassery-musliyar,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,കലയും ‘മുസ്ല്യാരിസ’വും,Kalayum ‘Muslyarisa’vum,കലയും ‘മുസ്ല്യാരിസ’വും,Essay,article,Article; M. N. Karassery; Kalayum ‘Muslyarisa’vum; എം. എൻ. കാരശ്ശേരി; കലയും ‘മുസ്ല്യാരിസ’വും; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-musliyar.xml,https://books.sayahna.org/html/karassery-musliyar.html,Sayahna Foundation,"Trivandrum, India","January 12, 2024",2024,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"January 12, 2024",1104,11174,29,244,0,atomic,NFC,41b68033d303b76131e9132ced3164f5ae062428de43f9b3272d716f694abe01
karasseri-mampu,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,കവിയുടെ മാമ്പൂ,Kaviyude Mampu,കവിയുടെ മാമ്പൂ,Essay,article,Article; M. N. Karassery; Kaviyude Mampu; എം. എൻ. കാരശ്ശേരി; കവിയുടെ മാമ്പൂ; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karasseri-mampu.xml,https://books.sayahna.org/html/karasseri-mampu.html,Sayahna Foundation,"Trivandrum, India","August 8, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"August 8, 2023",697,6985,67,153,0,atomic,NFC,828a25512cb7bf64740a057641fc331546652792bc9585a6c43e0c16bb0b807b
karassery-sparsam,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,കവിയുടെ സ്പർശം,Kaviyude Sparsam,കവിയുടെ സ്പർശം,Essay,article,Article; M. N. Karassery; Kaviyude Sparsam; എം. എൻ. കാരശ്ശേരി; കവിയുടെ സ്പർശം; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-sparsam.xml,https://books.sayahna.org/html/karassery-sparsam.html,Sayahna Foundation,"Trivandrum, India","January 12, 2024",2024,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"January 12, 2024",675,7178,11,136,0,atomic,NFC,52ab95abdfb5e2eaf88f328f615eb58f329cd64b428051fcb729c17408ea05c8
karassery-kali,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,കളി കാര്യമാവുമ്പോൾ,Kali Karyamavumbol,കളി കാര്യമാവുമ്പോൾ,Essay,article,Article; M. N. Karassery; Kali Karyamavumbol; എം. എൻ. കാരശ്ശേരി; കളി കാര്യമാവുമ്പോൾ; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-kali.xml,https://books.sayahna.org/html/karassery-kali.html,Sayahna Foundation,"Trivandrum, India","January 9, 2024",2024,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"January 9, 2024",531,5338,10,138,0,atomic,NFC,16cab3c178711d0b66f3a63cdc77c5f30606996934bfbf420f67009b50f17f9e
karassery-kaliyile,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,കളിയിലെ കാര്യം,Kaliyile Karyam,കളിയിലെ കാര്യം,Essay,article,Article; M. N. Karassery; Kaliyile Karyam; എം. എൻ. കാരശ്ശേരി; കളിയിലെ കാര്യം; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-kaliyile.xml,https://books.sayahna.org/html/karassery-kaliyile.html,Sayahna Foundation,"Trivandrum, India","September 20, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"September 20, 2023",510,5384,26,109,0,atomic,NFC,697b7234229193b99c2f9710b696ca197d25e28c2729fbcffb23824a8811630e
karassery-kallanum,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,കള്ളനും പോലീസും,Kallanum Policeum,കള്ളനും പോലീസും,Essay,article,Article; M. N. Karassery; Kallanum Policeum; എം. എൻ. കാരശ്ശേരി; കള്ളനും പോലീസും; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-kallanum.xml,https://books.sayahna.org/html/karassery-kallanum.html,Sayahna Foundation,"Trivandrum, India","September 21, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"September 21, 2023",641,5978,57,161,0,atomic,NFC,144090b0a4efdc8e25d6c9c6f802316fc6b77fff37b36ad946e4f1c8a35acbc8
karasseri-kaalam,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,കാലം നിശ്ചലമാവുമ്പോൾ,Kaalam Nichalamaavumbol,കാലം നിശ്ചലമാവുമ്പോൾ,Essay,article,Article; M. N. Karassery; Kaalam Nichalamaavumbol; എം. എൻ. കാരശ്ശേരി; കാലം നിശ്ചലമാവുമ്പോൾ; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karasseri-kaalam.xml,https://books.sayahna.org/html/karasseri-kaalam.html,Sayahna Foundation,"Trivandrum, India","August 31, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"August 31, 2023",574,5987,35,105,0,atomic,NFC,dd1a51e9e5b425e9b9d040131ac7a2db49a1ae52d4b8fa150ea97140cc109fb1
karassery-kinavu,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,കിനാവിലെ കെടുതികൾ,Kinavile Keduthikal,കിനാവിലെ കെടുതികൾ,Essay,article,Article; M. N. Karassery; Kinavile Keduthikal; എം. എൻ. കാരശ്ശേരി; കിനാവിലെ കെടുതികൾ; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-kinavu.xml,https://books.sayahna.org/html/karassery-kinavu.html,Sayahna Foundation,"Trivandrum, India","December 8, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"December 8, 2023",266,2561,12,64,0,atomic,NFC,ee46f9d9e7cbce8de2580874c8b7e950b0f7d15ed60e5079ce6e4919d430708a
karassery-kunjayin,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,കുഞ്ഞായിൻ മുസ്ല്യാർ: മിത്തും യാഥാർത്ഥ്യവും,Kunjayin Musliyar: Mythum Yadharthyavum,കുഞ്ഞായിൻ മുസ്ല്യാർ: മിത്തും യാഥാർത്ഥ്യവും,Essay,article,Article; M. N. Karassery; Kunjayin Musliyar: Mythum Yadharthyavum; എം. എൻ. കാരശ്ശേരി; കുഞ്ഞായിൻ മുസ്ല്യാർ: മിത്തും യാഥാർത്ഥ്യവും; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-kunjayin.xml,https://books.sayahna.org/html/karassery-kunjayin.html,Sayahna Foundation,"Trivandrum, India","September 10, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"September 10, 2023",1580,17103,36,371,0,atomic,NFC,94d66bbc50f46c939c0ed8c91f572ee790bde6ae20e77ba577789467ff58ed0f
karassery-kunjunni,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,കുഞ്ഞുണ്ണിക്കവിതയുടെ അവതാരിക,Kunjunnikavithayude Avatharika,കുഞ്ഞുണ്ണിക്കവിതയുടെ അവതാരിക,Essay,article,Article; M. N. Karassery; Kunjunnikavithayude Avatharika; എം. എൻ. കാരശ്ശേരി; കുഞ്ഞുണ്ണിക്കവിതയുടെ അവതാരിക; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-kunjunni.xml,https://books.sayahna.org/html/karassery-kunjunni.html,Sayahna Foundation,"Trivandrum, India","August 22, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"August 22, 2023",762,8019,38,146,0,atomic,NFC,b7b0898513036c1d57d3da69a4b4e187d5cd949e916758f2de0091393303db69
karassery-pathu,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,കുഞ്ഞുപാത്തുമ്മയുടെ ലോകസഞ്ചാരം,Kunjupaththummayude Lokasancharam,കുഞ്ഞുപാത്തുമ്മയുടെ ലോകസഞ്ചാരം,Essay,article,Article; M. N. Karassery; Kunjupaththummayude Lokasancharam; എം. എൻ. കാരശ്ശേരി; കുഞ്ഞുപാത്തുമ്മയുടെ ലോകസഞ്ചാരം; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-pathu.xml,https://books.sayahna.org/html/karassery-pathu.html,Sayahna Foundation,"Trivandrum, India","August 26, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"August 26, 2023",1895,19580,59,416,0,atomic,other,09940f620c68913e71f790ab913c197727223e8331a479c69b6372b6314a168b
karassery-thanal,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,കുളിരും തണലും—അവതാരിക,Kulirum Thanalum—Avatharika,കുളിരും തണലും—അവതാരിക,Essay,article,Article; M. N. Karassery; Kulirum Thanalum—Avatharika; എം. എൻ. കാരശ്ശേരി; കുളിരും തണലും—അവതാരിക; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-thanal.xml,https://books.sayahna.org/html/karassery-thanal.html,Sayahna Foundation,"Trivandrum, India","January 14, 2024",2024,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"January 14, 2024",862,9271,22,183,0,atomic,NFC,8399ee9423e46ceadab482b004690a10956c133263662d04ca002bd5a9f791fc
karassery-kettukelvi,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,കേട്ടുകേൾവി പോയ പോക്കു്,Kettukelvi Poya Pokku,കേട്ടുകേൾവി പോയ പോക്കു്,Essay,article,Article; M. N. Karassery; Kettukelvi Poya Pokku; എം. എൻ. കാരശ്ശേരി; കേട്ടുകേൾവി പോയ പോക്കു്; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-kettukelvi.xml,https://books.sayahna.org/html/karassery-kettukelvi.html,Sayahna Foundation,"Trivandrum, India","September 7, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"September 7, 2023",636,6233,60,140,0,atomic,NFC,036576a917bfe5571d375cef35b5c78727d14a36149399e67e515d9a59fbbbcb
karassery-lakhu,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,കേരളത്തിലെ മുസ്ലിംസ്ത്രീ: ഒരു നൂറ്റാണ്ടിന്റെ ലഘുചിത്രം,Keralathile Muslimsthree: Oru Noottandinte Laghuchithram,കേരളത്തിലെ മുസ്ലിംസ്ത്രീ: ഒരു നൂറ്റാണ്ടിന്റെ ലഘുചിത്രം,Essay,article,Article; M. N. Karassery; Keralathile Muslimsthree: Oru Noottandinte Laghuchithram; എം. എൻ. കാരശ്ശേരി; കേരളത്തിലെ മുസ്ലിംസ്ത്രീ: ഒരു നൂറ്റാണ്ടിന്റെ ലഘുചിത്രം; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-lakhu.xml,https://books.sayahna.org/html/karassery-lakhu.html,Sayahna Foundation,"Trivandrum, India","January 12, 2024",2024,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"January 12, 2024",1231,12494,32,285,0,atomic,NFC,aba81ba85db6cda848f4cc30bbbb5883fbb6024876149869c889f3cb8627586f
karassery-kshethra,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,ക്ഷേത്രപ്രവേശനവിളംബരത്തിന്റെ പാഠങ്ങൾ,Kshethrapraveshanavilambaraththinte Paadangal,ക്ഷേത്രപ്രവേശനവിളംബരത്തിന്റെ പാഠങ്ങൾ,Essay,article,Article; M. N. Karassery; Kshethrapraveshanavilambaraththinte Paadangal; എം. എൻ. കാരശ്ശേരി; ക്ഷേത്രപ്രവേശനവിളംബരത്തിന്റെ പാഠങ്ങൾ; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-kshethra.xml,https://books.sayahna.org/html/karassery-kshethra.html,Sayahna Foundation,"Trivandrum, India","September 3, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"September 3, 2023",2146,24537,7,531,0,atomic,NFC,ce80dc0380a0efd7c90abd21e6392c1304c38cee110edf043c1a7287c32b4bf1
karassery-gadyakavitha,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,ഗദ്യകവിതകൾ,Gadyakavithakal,ഗദ്യകവിതകൾ,Essay,article,Article; M. N. Karassery; Gadyakavithakal; എം. എൻ. കാരശ്ശേരി; ഗദ്യകവിതകൾ; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-gadyakavitha.xml,https://books.sayahna.org/html/karassery-gadyakavitha.html,Sayahna Foundation,"Trivandrum, India","February 5, 2024",2024,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"February 5, 2024",383,3909,10,81,0,atomic,NFC,24101e335619b06bba2b18b6d7fd08b20a54c99fa8ad0d47602c0839d6d280b6
karassery-gandhi,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,ഗാന്ധി,Gandhi,ഗാന്ധി,Essay,article,Article; M. N. Karassery; Gandhi; എം. എൻ. കാരശ്ശേരി; ഗാന്ധി; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-gandhi.xml,https://books.sayahna.org/html/karassery-gandhi.html,Sayahna Foundation,"Trivandrum, India","November 14, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"November 14, 2023",1103,11010,92,267,0,atomic,NFC,56b0e7525dc99237859f01e02771015cb3ee25c5f5a2de260efb8a69862a34d0
karassery-neethi,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,ഗുരു: സമന്വയത്തിന്റെ നീതിശാസ്ത്രം,Guru: Samanwayaththinte Neethisasthram,ഗുരു: സമന്വയത്തിന്റെ നീതിശാസ്ത്രം,Essay,article,Article; M. N. Karassery; Guru: Samanwayaththinte Neethisasthram; എം. എൻ. കാരശ്ശേരി; ഗുരു: സമന്വയത്തിന്റെ നീതിശാസ്ത്രം; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-neethi.xml,https://books.sayahna.org/html/karassery-neethi.html,Sayahna Foundation,"Trivandrum, India","November 16, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"November 16, 2023",773,8533,20,181,0,atomic,NFC,4c62191b9f011fc82ce7312beaf9951391f685f6eecfd1d9e98c2687cf4091cb
karassery-chakkath,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,‘ചക്കാത്തി’ന്റെ കഥ,‘Chakkathth’inte Katha,‘ചക്കാത്തി’ന്റെ കഥ,Essay,article,Article; M. N. Karassery; ‘Chakkathth’inte Katha; എം. എൻ. കാരശ്ശേരി; ‘ചക്കാത്തി’ന്റെ കഥ; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-chakkath.xml,https://books.sayahna.org/html/karassery-chakkath.html,Sayahna Foundation,"Trivandrum, India","January 1, 2024",2024,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"January 1, 2024",630,6603,22,174,0,atomic,NFC,33c604e817d171f20eb5c2a318f2ea6f65f73340d3b884172bcfef7502b449e0
karassery-changala,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,ചങ്ങലയ്ക്കു് ഭ്രാന്തിളകുന്നു,Changalaykku Bhranthilakunnu,ചങ്ങലയ്ക്കു് ഭ്രാന്തിളകുന്നു,Essay,article,Article; M. N. Karassery; Changalaykku Bhranthilakunnu; എം. എൻ. കാരശ്ശേരി; ചങ്ങലയ്ക്കു് ഭ്രാന്തിളകുന്നു; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-changala.xml,https://books.sayahna.org/html/karassery-changala.html,Sayahna Foundation,"Trivandrum, India","December 21, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"December 21, 2023",471,4633,12,121,0,atomic,NFC,483d8d9373a9983145e0ec046bef68906bb3f70fe05cb3f933a15a3410edfd34
karassery-nayma,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,ചരിത്രത്തിലെ ‘നായ്മ’,Charithrathile ‘Nayma’,ചരിത്രത്തിലെ ‘നായ്മ’,Essay,article,Article; M. N. Karassery; Charithrathile ‘Nayma’; എം. എൻ. കാരശ്ശേരി; ചരിത്രത്തിലെ ‘നായ്മ’; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-nayma.xml,https://books.sayahna.org/html/karassery-nayma.html,Sayahna Foundation,"Trivandrum, India","September 14, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"September 14, 2023",1204,12412,43,290,0,atomic,NFC,340bc99c5a3bd16f0784b68ba5be043e460bd2559459ae91868ef9821d260afb
